content,sentiment_labels
easier better lr mobile surprised lr user ps express easier lr mobile whatever called month also surprised create memes like adobe spark adobe seems blurring lines mobile apps end remains seen,2
This is very cheap app. Plz guys don't buy anything or any product with nykaa they will sent you a duplicate and very cheap quality product. If you don't like product and you wish to return then they will not give back money to you. Plz guys don't waste your money with nykaa it's a very very froud app. They will not give back your money. Useless app no guarantee that they will refund your money so plz guys don't waste your time and money with nykaa.... Be careful.,-1
Best App for purchasing cosmetics,2
"Great app, best offers, loved it",2
ok,1
thank,2
slow loading,-1
cant register code still invalid,-1
bad anniversary reward,-1
fast record outlets scan working,2
"Very handy and always delivers timely, super duper helpful, thanks Nykaa for saving our time",2
ok,1
user friendly,1
"Worst nykaa suppprt.My product smell full of chemical and it was all spoiled within 2 week,it was not the orignal one and when i asked nykaa support to help they directly said no returns or any help because it was more than 5 business days.worst app and worst support from nykaa.they give bad products",-1
great,2
excellent,2
bad apps,-1
please make user friendly login app means use also contact authority report issue hope resolve soon,2
great apps traceability,2
app yg sgt mudah digukan usefull app byk membantu esp data laporan terkini covid di msia,2
worst apps promote people use epenjana selected people,-1
user friendly,1
good healthy foods,2
update new version,2
casual contact symptoms details pls update place time give clear picture us thanks,2
find app useful convenient,2
want things available like tp,1
excellent,2
easy time,2
cant even sign tried many times important app like lousy,-1
change profile picture even though follow step given helpdesk btw already took first dose vaccination page still showing,1
need improve accuration scanning,-1
practical fast,2
worst app ever app cant even load properly,-1
Awesome app with nyc product,2
dah banyak kali send update mysejatera digital cert tade kalo rase kurang staff nk handle mysejahter hire la saya saya tgh free ni jage anak je kat uma janji duit masuk slow sgt la servis apps ni da sebulan cukup dose,-1
excellent,2
nice,2
excellent convenience,2
Fraud app.provide fake information.cheat us .go on amazon rather than nayka,-1
easy use,2
apps crash slow scan qr code,-1
Worst app ever..no query resolution for costomers..pathetic service.,-1
useful,2
Wonderful,2
stupid notifications go away please fix app man,-1
ok,1
it's the best online cosmetics shopping app,2
day meditations excellent addition daily meditation practice truly enjoy listening oprah deepak short enough anytime pm would merit star ongoing glitch uninstalled reinstalled fixed full review,2
This app is a blessing to all girls who are lazy to shop cosmetics.,2
luv products bt sometimes try lipstick colours skin tone,2
excellent apps give updated new information covid,2
easy,2
best app,2
nice user friendly,1
Love the delivery speed. And also the quality of the products.,2
many best game player use glitch cheat please fix add new feature like theme lobby equipment skin,-1
worst apps ever want login vaccinated record gone,-1
This amazing site for all beauty product,2
hi really like game tried ti purchase halloween pack twice amount got deducted bank account transaction pool showed declined could u please let knw whether get pack money back,-1
excellent tracking system,2
new foursquare,1
easy check rather write name paper sometimes lazy write full name using app information data completed,1
excellent keep best,2
easy use,2
user friendly,1
very idiot and useless app. hate it,-1
nice app,2
The worst app ever........my order is out for delivery from 3 to 4 days still I haven't received it.......and the shocking thing is it without any delivery person call it automatically gets cancelled.....really horrible.,-1
bad cert updated im already full vaxx show vaxx,-1
nice,1
ok ok ok biasa jelah nk kena check check bagai,1
fast n easy use,2
... Ww#a ?.). ?.? . ?,-1
sejatrah sudah bulan ambil vaksin dos kenapa belum berubah dan belum dapat sijil please,-1
GUD,2
terrible gets stuck loading,-1
need use pen write name,-1
easy enter everywhere,2
great convenient,2
best,2
really tracking apps,2
bad app log change email,-1
awesome,2
best app ever,2
awesome,2
excellent apps,2
products are satisfactory,2
bad cannot open,-1
mum like disk,2
great,2
good app makeup instructions please download,2
friendly users,1
great apps,2
good,2
dear dev app make phone lagg minor bug,-1
stupid,-1
